,attrition,businesstravel,department,educationfield,gender,jobrole,overtime,remotework,age,distancefromhome,education,employeenumber,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary
22,no,non travel,unknown,unknown,F, healthcare representative ,,yes,36,8,3,23,1,3,3,3,8339.32,21682.23,1,13,3,2,3,2,3,17,12,8,100071.84
23,no,non travel,unknown,other,F, manager ,,no,47,2,2,24,1,3,4,4,13960.0,36296.0,1,11,3,3,1,3,2,26,3,0,167520.0
24,no,travel rarely,unknown,life sciences,M, sales executive ,,yes,36,42,2,25,4,3,2,4,5167.5,13435.5,1,14,3,4,1,1,3,18,4,11,62010.0
25,no,non travel,unknown,life sciences,F, manufacturing director ,yes,no,35,9,3,26,1,2,3,3,8339.32,21682.23,1,20,4,2,1,2,3,17,5,15,100071.84
26,yes,non travel,unknown,unknown,F, manager ,no,yes,52,2,1,27,1,1,5,4,16537.5,42997.5,1,15,3,4,1,3,3,32,6,9,198450.0
27,no,non travel,unknown,life sciences,F, manufacturing director ,yes,no,36,2,4,28,1,3,2,2,4492.84,11681.39,9,11,3,4,0,2,3,16,5,12,53914.11
28,no,travel rarely,unknown,life sciences,M, laboratory technician ,,yes,33,28,4,29,1,3,2,3,4492.84,11681.39,1,12,3,2,1,3,3,15,5,7,53914.11
29,no,non travel, sales ,life sciences,M, sales executive ,yes,yes,34,10,3,30,1,3,2,3,3334.17,8668.83,1,14,3,3,1,3,3,15,0,7,40010.0
30,no,non travel, sales ,unknown,F, sales executive ,,yes,41,37,1,31,3,3,3,3,8705.83,22635.17,0,13,3,4,1,3,4,22,13,5,104470.0
31,no,non travel, research & development ,medical,M, healthcare representative ,,yes,47,25,3,32,1,3,3,3,8339.32,21682.23,2,23,4,2,0,3,3,17,12,11,100071.84
32,no,travel rarely,unknown,unknown,F, manager ,,yes,53,5,3,33,1,3,5,3,15943.72,41453.67,4,11,3,4,1,3,2,14,4,8,191324.62
33,no,non travel,unknown,marketing,M, sales executive ,no,no,35,1,4,34,1,2,2,1,4492.84,11681.39,0,14,3,2,0,2,3,15,2,8,53914.11
34,no,travel rarely,unknown,other,F, research scientist ,,yes,34,6,4,35,1,3,2,3,4492.84,11681.39,1,14,3,3,0,3,3,16,2,10,53914.08
35,no,travel rarely,unknown,unknown,F, sales executive ,no,yes,46,1,2,36,1,3,3,1,8339.32,21682.23,1,25,4,3,3,2,3,24,15,7,100071.84
36,no,non travel,unknown,unknown,F, manager ,,yes,43,16,3,37,1,3,4,4,13386.67,34805.33,5,22,4,3,1,3,3,17,1,9,160640.0
37,no,non travel, research & development ,life sciences,M, laboratory technician ,,yes,36,6,3,38,1,3,1,4,2675.0,6955.0,0,11,3,3,1,4,3,15,10,11,32100.0
38,no,travel frequently,unknown,unknown,F, sales executive ,no,yes,60,28,3,39,1,2,3,1,8555.0,22243.0,4,19,3,4,0,5,4,18,13,11,102660.0
39,no,travel frequently,unknown,unknown,M, sales executive ,yes,no,40,5,4,40,1,2,3,1,8729.17,22695.83,5,21,4,3,1,2,3,18,1,12,104750.0
40,no,travel rarely,unknown,unknown,F, manufacturing director ,no,no,32,4,3,41,1,2,2,3,5135.0,13351.0,1,12,3,3,1,3,3,14,6,8,61620.0
41,no,travel rarely,unknown,unknown,M, laboratory technician ,yes,yes,41,35,3,42,3,3,1,1,3934.17,10228.83,2,13,3,3,0,3,3,18,2,17,47210.0
42,no,non travel,unknown,medical,M, manager ,no,no,53,2,2,43,1,3,4,3,12783.92,33238.2,6,13,3,3,1,3,4,17,15,2,153407.07
43,yes,travel rarely,unknown,unknown,F, laboratory technician ,,yes,36,16,4,44,1,4,1,1,2342.59,6090.75,1,16,3,3,0,1,3,17,15,14,28111.13
44,no,non travel,unknown,life sciences,F, research scientist ,yes,no,46,8,4,45,1,2,2,1,3845.83,9999.17,8,23,4,1,3,2,3,16,1,7,46150.0
45,no,travel rarely,unknown,unknown,M, sales executive ,no,yes,38,1,4,46,1,3,2,2,4492.84,11681.39,0,15,3,1,2,3,3,15,5,8,53914.11
46,no,non travel,unknown,unknown,F, healthcare representative ,,yes,51,1,4,47,1,2,3,1,8339.32,21682.23,3,20,4,3,0,1,2,13,12,8,100071.84
47,no,non travel,unknown,unknown,M, manager ,yes,yes,43,26,2,48,1,3,4,4,14132.5,36744.5,1,12,3,4,2,3,4,25,4,12,169590.0
48,no,non travel,unknown,life sciences,F, research scientist ,no,yes,37,1,3,49,1,3,1,4,2342.59,6090.75,1,12,3,2,0,3,3,17,5,7,28111.13
49,no,travel rarely,unknown,technical degree,F, sales executive ,yes,yes,32,8,2,50,1,2,2,2,4492.84,11681.39,1,11,3,4,0,2,3,13,11,9,53914.11
50,no,non travel,unknown,unknown,F, research director ,,no,38,1,3,51,1,3,3,1,8339.32,21682.23,1,13,3,2,1,3,3,15,5,11,100071.84
51,no,non travel,unknown,life sciences,F, manager ,no,yes,46,3,3,52,1,3,4,2,12783.92,33238.2,8,12,3,4,1,2,4,13,5,1,153407.07
52,yes,travel rarely,unknown,medical,M, sales executive ,,no,35,10,3,53,1,2,3,1,8588.33,22329.67,9,17,3,3,0,3,3,13,6,0,103059.96
53,no,non travel,unknown,medical,F, manager ,no,yes,43,6,3,54,1,2,5,3,15943.72,41453.67,7,13,3,4,0,2,3,16,6,14,191324.64
54,no,non travel,unknown,life sciences,M, healthcare representative ,no,yes,56,1,4,55,1,3,2,3,4492.84,11681.39,1,21,3,1,1,2,2,13,1,9,53914.08
55,no,non travel,unknown,marketing,M, sales executive ,no,yes,36,15,4,56,1,1,2,4,4505.0,11713.0,1,24,4,1,1,4,2,15,11,11,54060.0
56,no,non travel,unknown,medical,F, research scientist ,,yes,38,6,3,57,1,1,2,4,4492.84,11681.39,7,12,3,4,3,3,3,13,1,9,53914.11
57,no,non travel,unknown,medical,F, manufacturing director ,no,no,49,26,4,58,1,3,2,1,4492.84,11681.39,1,14,3,3,0,2,2,15,5,11,53914.11
58,no,travel rarely,unknown,life sciences,F, sales executive ,,yes,39,4,4,59,1,2,2,3,4918.33,12787.67,4,14,3,3,1,1,4,15,5,9,59020.0
59,no,non travel,unknown,unknown,M, sales executive ,no,yes,40,4,4,60,1,2,3,4,9045.83,23519.17,7,11,3,1,1,2,2,12,2,11,108550.0
60,no,non travel,unknown,unknown,M, laboratory technician ,no,yes,36,5,2,61,1,3,2,2,4928.33,12813.67,8,16,3,4,0,3,4,13,3,7,59140.0
61,no,non travel,unknown,unknown,F, research scientist ,yes,no,37,25,5,62,1,3,2,3,4492.84,11681.39,3,15,3,1,2,2,3,13,10,7,53914.11
62,no,non travel,unknown,unknown,M, research scientist ,,yes,35,6,4,63,1,1,2,4,5538.33,14399.67,1,13,3,2,0,3,3,17,11,8,66460.0
63,no,travel frequently,unknown,life sciences,M, healthcare representative ,no,no,33,6,3,64,1,3,2,4,4492.84,11681.39,3,23,4,3,1,2,1,13,4,7,53914.11
64,no,travel rarely, research & development ,unknown,M, manufacturing director ,yes,no,50,24,3,65,1,3,4,3,11644.17,30274.83,3,18,3,4,1,2,3,12,1,5,139730.0
65,no,travel rarely,unknown,unknown,M, healthcare representative ,,yes,48,4,4,66,1,2,3,3,8339.32,21682.23,7,14,3,2,0,3,3,15,4,8,100071.84
66,no,travel rarely, sales ,unknown,F, sales executive ,,yes,44,28,3,67,1,4,4,4,11100.0,28860.0,3,18,3,3,1,2,3,12,11,11,133200.0
67,no,travel rarely,unknown,unknown,M, research scientist ,,yes,44,29,4,68,1,3,2,4,4492.84,11681.39,1,25,4,2,0,3,3,20,13,17,53914.11
68,no,non travel,unknown,unknown,F, healthcare representative ,no,yes,40,25,1,69,2,4,2,3,4492.84,11681.39,5,20,4,2,3,0,3,12,11,8,53914.11
69,no,travel rarely,unknown,unknown,F, healthcare representative ,,yes,34,2,4,70,1,3,2,4,5572.5,14488.5,1,11,3,4,0,2,4,14,4,11,66870.0
70,no,non travel, research & development ,unknown,F, healthcare representative ,,yes,35,8,4,71,1,3,2,3,4492.84,11681.39,1,12,3,4,1,5,3,14,2,9,53914.11
71,no,non travel,unknown,life sciences,F, research director ,no,no,50,17,5,72,1,2,3,1,8339.32,21682.23,5,15,3,3,3,3,3,14,1,11,100071.84
72,no,non travel,unknown,life sciences,F, healthcare representative ,,yes,49,6,1,73,1,2,4,3,12783.92,33238.2,2,19,3,2,1,3,3,15,2,12,153407.07
73,no,travel frequently,unknown,life sciences,M, research scientist ,no,yes,38,1,3,74,1,3,2,4,3945.83,10259.17,7,15,3,4,2,4,3,13,2,9,47350.0
74,no,non travel,unknown,unknown,M, laboratory technician ,no,yes,33,21,3,75,1,4,1,2,2342.59,6090.75,1,18,3,4,3,6,3,14,2,13,28111.13
75,no,travel rarely,unknown,life sciences,F, manufacturing director ,yes,yes,47,4,3,76,1,2,3,2,8339.32,21682.23,8,12,3,3,1,4,3,22,14,10,100071.84
76,no,non travel, research & development ,unknown,F, research scientist ,,no,38,8,3,77,1,2,2,2,4492.84,11681.39,1,16,3,3,1,3,3,20,0,7,53914.08
77,no,travel rarely,unknown,life sciences,F, research director ,yes,yes,37,10,3,78,1,4,3,4,8339.32,21682.23,1,25,4,1,1,2,3,16,6,8,100071.84
78,no,non travel,unknown,unknown,M, healthcare representative ,no,yes,30,2,3,79,1,2,2,4,4492.84,11681.39,1,19,3,1,3,3,3,11,10,8,53914.11
79,no,travel rarely,unknown,unknown,M, sales executive ,,yes,58,18,4,80,1,3,4,3,11560.0,30056.0,0,13,3,3,0,1,2,37,1,8,138720.0
80,no,travel rarely,unknown,unknown,F, manager ,,no,34,5,3,81,1,2,3,1,8339.32,21682.23,2,12,3,4,0,6,3,11,5,8,100071.84
81,yes,travel rarely,unknown,medical,F, healthcare representative ,,yes,58,23,4,82,1,3,3,4,8339.32,21682.23,1,12,3,4,1,3,2,40,15,6,100071.84
82,no,non travel,unknown,life sciences,M, sales executive ,,yes,38,3,3,83,1,3,3,3,8339.32,21682.23,0,12,3,3,2,6,2,16,5,13,100071.84
83,no,travel frequently,unknown,unknown,F, sales executive ,,yes,29,1,1,84,1,3,3,4,8339.32,21682.23,1,14,3,4,1,5,3,11,4,1,100071.84
84,no,travel rarely,unknown,medical,M, manager ,,yes,55,1,3,85,1,3,5,1,15870.83,41264.17,0,14,3,3,0,2,3,36,4,13,190450.0
85,no,non travel,unknown,unknown,M, manager ,,yes,41,10,4,86,1,3,4,2,13345.83,34699.17,1,19,3,2,0,2,3,22,0,4,160149.96
86,no,travel rarely, research & development ,unknown,M, healthcare representative ,no,no,39,1,3,87,1,4,3,4,8010.83,20828.17,0,17,3,1,3,5,2,18,3,7,96130.0
87,no,non travel,unknown,life sciences,M, research director ,,yes,38,15,2,88,1,2,3,4,9591.67,24938.33,0,14,3,2,1,3,3,11,2,9,115100.0
88,no,non travel,unknown,unknown,M, research director ,no,yes,43,12,3,89,1,2,4,2,12783.92,33238.2,1,11,3,3,1,3,3,25,3,9,153407.07
89,no,non travel,unknown,unknown,F, manufacturing director ,no,yes,31,30,2,90,1,3,2,1,3588.33,9329.67,1,12,3,2,1,5,1,13,3,12,43059.96
90,no,travel rarely, research & development ,life sciences,M, manager ,no,yes,50,27,4,91,3,2,4,3,14205.0,36933.0,0,15,3,2,1,2,3,27,15,7,170460.0
91,no,non travel,unknown,technical degree,M, manufacturing director ,no,no,35,25,3,92,1,2,3,2,8339.32,21682.23,3,16,3,1,0,2,3,13,4,8,100071.84
92,no,non travel,unknown,unknown,M, manufacturing director ,yes,yes,47,16,4,93,1,4,2,3,4222.5,10978.5,1,19,3,3,0,3,3,19,2,7,50670.0
93,no,non travel, research & development ,unknown,F, healthcare representative ,yes,yes,35,25,4,94,1,3,3,3,8339.32,21682.23,1,11,3,3,1,3,2,16,10,1,100071.84
94,no,travel rarely,unknown,unknown,M, healthcare representative ,,yes,40,20,4,95,1,3,3,4,8339.32,21682.23,4,20,4,4,1,6,3,11,11,1,100071.84
95,no,non travel, sales ,life sciences,F, sales executive ,,no,45,9,4,96,1,2,2,3,4492.84,11681.39,1,13,3,4,1,2,3,15,4,12,53914.11
96,no,non travel, research & development ,medical,M, research scientist ,,no,33,9,3,97,1,3,1,4,2342.59,6090.75,0,13,3,2,1,5,3,14,4,10,28111.13
97,no,travel frequently,unknown,unknown,M, research scientist ,no,no,36,3,3,98,1,3,1,2,3076.67,7999.33,1,12,3,3,0,2,2,11,0,7,36920.0
98,yes,non travel,unknown,marketing,F, manager ,yes,yes,45,13,3,99,1,1,5,2,15943.72,41453.67,2,16,3,1,0,2,3,24,1,11,191324.62
99,no,travel frequently,unknown,unknown,M, manager ,yes,no,51,27,3,100,3,3,5,2,16539.17,43001.83,4,24,3,1,1,5,2,29,11,10,198470.0
100,no,travel rarely,unknown,technical degree,M, sales representative ,yes,no,34,7,2,101,1,3,1,3,1923.33,5000.67,0,25,4,2,1,4,3,11,5,7,23080.0
101,no,travel rarely, research & development ,unknown,M, research director ,no,yes,43,15,2,102,1,2,4,3,12783.92,33238.2,1,24,4,1,1,3,3,14,6,11,153407.07
102,no,non travel,unknown,medical,M, laboratory technician ,no,no,34,5,2,103,1,2,2,4,4492.84,11681.39,1,14,3,3,1,3,3,15,4,13,53914.11
103,no,non travel,unknown,unknown,M, human resources ,no,yes,38,2,3,104,1,3,1,2,2342.59,6090.75,5,13,3,4,3,3,3,11,3,8,28111.13
104,no,non travel,unknown,unknown,M, research director ,no,no,48,10,3,105,1,2,5,2,15943.72,41453.67,4,12,3,4,0,3,3,22,12,9,191324.62
105,no,non travel, research & development ,other,M, research scientist ,yes,no,34,22,4,106,1,2,2,4,4789.17,12451.83,1,15,3,2,0,3,3,15,6,11,57470.0
106,no,travel rarely,unknown,unknown,F, sales executive ,no,yes,32,31,4,107,3,3,3,4,8685.0,22581.0,1,19,3,3,2,3,3,14,5,7,104220.0
107,no,travel rarely,unknown,life sciences,F, manufacturing director ,no,no,29,21,4,108,1,4,3,1,8339.32,21682.23,1,11,3,3,1,1,3,10,8,8,100071.84
108,no,non travel,unknown,medical,M, healthcare representative ,yes,no,46,1,3,109,1,2,3,1,8339.32,21682.23,2,13,3,3,1,5,2,10,9,5,100071.84
109,no,non travel, human resources ,unknown,M, human resources ,yes,no,30,9,3,110,1,3,2,4,5289.17,13751.83,0,19,3,4,0,2,1,11,4,7,63470.0
110,no,non travel,unknown,life sciences,M, laboratory technician ,no,yes,45,9,3,111,1,3,2,2,1956.67,5087.33,8,18,3,3,1,2,3,17,0,15,23480.0
111,no,travel rarely,unknown,unknown,F, sales executive ,no,yes,30,5,3,112,1,3,3,4,8339.32,21682.23,2,12,3,3,1,2,3,10,7,4,100071.84
112,no,non travel,unknown,unknown,M, laboratory technician ,no,yes,30,9,3,113,1,3,2,1,2560.0,6656.0,1,11,3,3,2,4,3,12,6,10,30720.0
113,no,travel frequently,unknown,unknown,M, manufacturing director ,,no,34,29,1,114,1,2,2,3,4492.84,11681.39,1,17,3,3,0,2,2,10,1,9,53914.08
114,no,travel rarely,unknown,life sciences,M, research director ,no,no,51,8,4,115,1,2,3,2,10408.33,27061.67,5,16,3,4,2,5,1,10,4,7,124900.0
115,no,non travel,unknown,life sciences,M, manufacturing director ,,yes,34,39,4,116,4,2,2,1,4492.84,11681.39,6,13,3,2,1,3,3,11,5,9,53914.11
116,no,travel rarely,unknown,unknown,M, sales executive ,,yes,35,16,3,117,1,3,3,2,6683.33,17376.67,0,15,3,3,2,3,2,11,6,9,80200.0
117,no,travel frequently,unknown,life sciences,M, laboratory technician ,,yes,45,7,3,118,1,3,3,1,8339.32,21682.23,1,18,3,1,1,2,3,24,9,11,100071.84
118,no,non travel,unknown,unknown,M, manager ,,yes,39,10,1,119,1,3,4,1,14223.33,36980.67,1,14,3,4,0,3,3,21,11,10,170680.0
119,no,non travel,unknown,unknown,F, manufacturing director ,no,no,31,7,2,120,1,2,3,3,7452.5,19376.5,1,24,4,1,1,2,3,10,8,9,89430.0
120,no,non travel, research & development ,unknown,M, manager ,,yes,39,7,2,121,1,2,5,4,16060.0,41756.0,1,15,3,1,1,2,3,21,13,3,192720.0
121,no,travel rarely,unknown,unknown,M, research scientist ,no,yes,45,8,4,122,1,3,2,4,4492.84,11681.39,9,14,3,1,2,3,3,10,9,8,53914.11
122,no,travel rarely, sales ,marketing,F, sales executive ,,yes,30,5,3,123,1,2,2,3,4492.84,11681.39,1,13,3,3,3,2,3,10,1,2,53914.08
123,no,non travel,unknown,medical,F, manufacturing director ,,no,31,7,4,124,1,3,3,4,8339.32,21682.23,1,14,3,3,0,2,2,11,4,10,100071.84
124,no,non travel,unknown,medical,M, sales executive ,no,yes,36,3,4,125,1,2,3,4,8339.32,21682.23,4,11,3,1,1,2,3,13,1,12,100071.84
125,no,travel rarely,unknown,unknown,M, sales executive ,,yes,36,2,2,126,1,2,3,3,8339.32,21682.23,1,13,3,2,2,2,3,10,9,0,100071.84
126,no,travel rarely,unknown,unknown,F, manager ,no,yes,55,18,5,127,1,3,4,2,12783.92,33238.2,3,23,4,4,0,2,3,10,7,7,153407.07
127,no,non travel,unknown,unknown,M, sales executive ,,yes,35,1,3,128,1,3,2,3,4492.84,11681.39,9,11,3,3,0,2,3,11,6,9,53914.11
128,no,travel rarely,unknown,medical,M, manufacturing director ,,no,42,24,3,129,1,3,3,1,8339.32,21682.23,1,21,4,4,1,5,2,10,5,8,100071.84
129,no,travel rarely,unknown,unknown,M, research scientist ,yes,yes,52,6,2,130,1,3,2,1,4647.5,12083.5,3,12,3,2,2,3,3,10,6,9,55770.0
130,no,non travel,unknown,life sciences,M, research director ,yes,yes,49,18,4,131,1,2,5,3,15943.72,41453.67,1,17,3,3,1,5,3,31,0,9,191324.62
131,no,travel rarely, research & development ,unknown,M, research scientist ,no,yes,34,1,5,132,1,3,1,4,2242.5,5830.5,1,12,3,4,1,4,2,10,8,8,26910.0
132,yes,travel rarely,unknown,other,M, research scientist ,,no,33,1,4,133,1,3,1,4,2342.59,6090.75,1,13,3,3,0,2,2,10,7,8,28111.13
133,no,non travel, research & development ,medical,M, research director ,no,yes,33,7,3,134,1,3,3,3,8339.32,21682.23,0,11,3,4,0,3,4,13,3,7,100071.84
134,no,travel rarely,unknown,unknown,F, research director ,no,yes,53,23,4,135,1,3,4,4,12783.92,33238.2,6,18,3,3,0,0,3,12,3,8,153407.07
135,no,travel rarely,unknown,other,F, laboratory technician ,,no,49,8,2,136,1,3,3,2,6169.17,16039.83,4,11,3,3,1,3,2,26,1,7,74030.0
136,no,non travel,unknown,unknown,M, sales executive ,,no,35,21,4,137,2,3,3,4,8339.32,21682.23,6,13,3,2,1,2,3,10,0,8,100071.84
137,no,travel rarely,unknown,life sciences,F, healthcare representative ,,no,38,17,1,138,1,2,3,3,7352.5,19116.5,0,18,3,1,1,4,2,19,1,9,88230.0
138,no,non travel, sales ,marketing,M, manager ,no,no,46,3,1,139,1,3,4,3,12783.92,33238.2,3,12,3,4,1,3,3,12,4,9,153407.07
139,no,non travel,unknown,unknown,M, manufacturing director ,,no,36,18,4,140,1,3,2,4,4492.84,11681.39,2,20,4,1,0,0,3,11,0,9,53914.11
140,yes,travel frequently,unknown,life sciences,M, sales executive ,,yes,42,15,3,141,2,3,4,1,12783.92,33238.2,0,12,3,2,0,2,2,21,13,14,153407.07
141,no,travel frequently,unknown,unknown,M, healthcare representative ,no,yes,34,1,3,142,1,2,2,1,4492.84,11681.39,0,20,4,3,0,3,3,13,4,9,53914.08
142,no,travel rarely, research & development ,medical,M, research scientist ,yes,yes,30,1,3,143,1,3,1,2,2982.5,7754.5,0,21,4,1,1,2,3,11,5,7,35790.0
143,no,travel rarely,unknown,life sciences,M, research director ,no,yes,54,3,3,144,1,3,4,4,14815.83,38521.17,3,14,3,1,0,2,3,10,0,9,177790.0
144,no,travel rarely,unknown,medical,F, healthcare representative ,no,no,31,24,3,145,1,2,2,1,4492.84,11681.39,1,19,3,2,0,2,3,10,1,8,53914.11
145,no,non travel,unknown,unknown,M, manager ,no,yes,44,5,3,146,1,3,5,2,15177.5,39461.5,7,11,3,3,1,5,3,22,3,10,182130.0
146,no,non travel,unknown,unknown,M, healthcare representative ,yes,no,55,8,1,147,1,2,4,2,11314.17,29416.83,1,15,3,4,1,3,3,33,15,0,135770.0
147,no,travel rarely,unknown,life sciences,M, manager ,no,no,44,4,2,148,1,4,5,1,15991.67,41578.33,1,14,3,4,2,4,2,25,14,13,191900.0
148,no,travel frequently, human resources ,life sciences,M, human resources ,no,yes,34,11,3,149,1,2,2,2,4492.84,11681.39,4,11,3,4,2,5,4,10,1,8,53914.08
149,no,non travel,unknown,unknown,F, manager ,yes,no,39,13,4,150,1,2,4,2,14269.17,37099.83,6,13,3,4,2,4,3,19,15,2,171230.0
150,no,travel rarely,unknown,medical,F, manager ,,yes,55,2,2,151,1,1,5,3,15989.17,41571.83,4,14,3,4,1,5,3,19,9,11,191870.0
151,no,non travel,unknown,life sciences,M, manager ,,yes,51,5,3,152,1,3,4,2,12783.92,33238.2,1,11,3,2,1,2,3,33,0,10,153407.07
152,yes,non travel,unknown,medical,F, manufacturing director ,,yes,58,14,4,153,2,2,3,1,8340.0,21684.0,7,14,3,4,0,0,2,10,5,9,100080.0
153,no,non travel,unknown,life sciences,M, manufacturing director ,no,yes,48,4,3,154,1,3,3,4,8339.32,21682.23,1,11,3,3,0,2,3,10,0,8,100071.84
154,no,travel rarely, human resources ,unknown,M, human resources ,,no,29,17,3,155,1,2,3,1,6656.67,17307.33,1,13,3,1,0,3,2,10,0,9,79880.0
155,no,non travel,unknown,other,M, sales executive ,no,yes,34,3,3,156,1,1,2,1,4492.84,11681.39,3,18,3,4,0,2,3,13,3,12,53914.11
156,no,travel frequently,unknown,unknown,F, laboratory technician ,,yes,42,9,2,157,1,3,1,4,2342.59,6090.75,1,13,3,3,0,3,3,12,5,8,28111.08
157,no,travel rarely,unknown,life sciences,M, research scientist ,no,yes,57,1,2,158,1,4,2,3,4492.84,11681.39,0,24,4,1,1,2,2,12,2,8,53914.11
158,yes,travel rarely,unknown,unknown,F, sales executive ,yes,no,34,24,4,159,1,2,2,2,4492.84,11681.39,0,23,4,3,0,2,4,15,10,10,53914.11
159,no,travel frequently,unknown,medical,F, manager ,no,yes,54,11,4,160,1,3,4,4,12783.92,33238.2,3,20,3,1,1,2,3,14,1,12,153407.04
160,no,travel rarely,unknown,unknown,M, sales executive ,,no,34,1,3,161,1,2,3,3,5902.5,15346.5,1,14,3,4,0,3,3,10,8,6,70830.0
161,no,non travel,unknown,medical,M, laboratory technician ,,yes,29,3,1,162,1,3,1,1,3935.83,10233.17,1,18,3,4,0,3,3,10,1,5,47229.96
162,no,travel rarely,unknown,life sciences,M, laboratory technician ,,yes,35,28,3,163,1,4,2,3,2839.17,7381.83,1,17,3,4,2,3,2,10,6,8,34070.0
163,yes,non travel,unknown,other,M, sales executive ,,yes,35,12,4,164,1,3,2,4,4492.84,11681.39,3,24,4,1,0,2,4,11,6,7,53914.11
164,no,travel rarely,unknown,life sciences,F, research scientist ,no,yes,34,19,3,165,1,2,1,4,2440.83,6346.17,1,12,3,2,0,3,3,10,8,7,29290.0
165,no,non travel,unknown,unknown,M, sales executive ,yes,no,43,2,3,166,1,3,2,4,4492.84,11681.39,1,17,3,1,1,3,3,10,8,8,53914.11
166,no,non travel,unknown,medical,M, manager ,no,yes,58,2,3,167,1,3,4,2,12783.92,33238.2,4,22,4,4,1,0,2,16,14,14,153407.07
167,no,travel rarely, sales ,unknown,F, sales executive ,yes,no,36,14,4,168,2,2,2,3,4492.84,11681.39,1,13,3,1,1,4,3,10,1,7,53914.11
