,attrition,businesstravel,department,educationfield,gender,jobrole,overtime,remotework,age,distancefromhome,education,employeenumber,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary
29,No,non travel, Sales ,Life Sciences,M, sales executive ,Yes,yes,34,10,3,30,4.0,3,2,3,3334.17,866.88,1,14,3.0,3,1,3,3.0,15,0,7,40010.0
30,No,, Sales ,,F, sales executive ,,yes,41,37,1,31,4.0,3,3,3,8705.83,2263.52,0,13,3.0,4,1,3,4.0,22,13,5,104470.0
31,No,, Research & Development ,Medical,M, healthcare representative ,,yes,47,25,3,32,1.0,3,3,3,8339.32,2168.22,2,23,4.0,2,0,3,3.0,17,12,11,100071.84
32,No,travel rarely,,,F, manager ,,yes,53,5,3,33,3.0,3,5,3,15943.72,4145.37,4,11,3.0,4,1,3,2.0,14,4,8,191324.62
33,No,,,Marketing,M, sales executive ,No,no,35,1,4,34,3.0,2,2,1,4492.84,1168.14,0,14,,2,0,2,3.0,15,2,8,53914.11
34,No,travel rarely,,Other,F, research scientist ,,yes,34,6,4,35,1.0,3,2,3,4492.84,1168.14,1,14,3.0,3,0,3,3.0,16,2,10,53914.08
35,No,travel rarely,,,F, sales executive ,No,yes,46,1,2,36,2.0,3,3,1,8339.32,2168.22,1,25,4.0,3,3,2,3.0,24,15,7,100071.84
36,No,,,,F, manager ,,yes,43,16,3,37,4.0,3,4,4,13386.67,3480.53,5,22,4.0,3,1,3,3.0,17,1,9,160640.0
37,No,, Research & Development ,Life Sciences,M, laboratory technician ,,yes,36,6,3,38,4.0,3,1,4,2675.0,695.5,0,11,3.0,3,1,4,3.0,15,10,11,32100.0
38,No,travel frequently,,,F, sales executive ,No,yes,60,28,3,39,3.0,2,3,1,8555.0,2224.3,4,19,3.0,4,0,5,4.0,18,13,11,102660.0
39,No,travel frequently,,,M, sales executive ,Yes,no,40,5,4,40,4.0,2,3,1,8729.17,2269.58,5,21,4.0,3,1,2,3.0,18,1,12,104750.0
40,No,travel rarely,,,F, manufacturing director ,No,no,32,4,3,41,3.0,2,2,3,5135.0,1335.1,1,12,3.0,3,1,3,3.0,14,6,8,61620.0
41,No,travel rarely,,,M, laboratory technician ,Yes,yes,41,35,3,42,4.0,3,1,1,3934.17,1022.88,2,13,,3,0,3,3.0,18,2,17,47210.0
42,No,,,Medical,M, manager ,No,no,53,2,2,43,3.0,3,4,3,12783.92,3323.82,6,13,3.0,3,1,3,4.0,17,15,2,153407.07
43,Yes,travel rarely,,,F, laboratory technician ,,yes,36,16,4,44,3.0,4,1,1,2342.59,609.08,1,16,3.0,3,0,1,3.0,17,15,14,28111.13
44,No,,,Life Sciences,F, research scientist ,Yes,no,46,8,4,45,4.0,2,2,1,3845.83,999.92,8,23,4.0,1,3,2,3.0,16,1,7,46150.0
45,No,travel rarely,,,M, sales executive ,No,yes,38,1,4,46,4.0,3,2,2,4492.84,1168.14,0,15,3.0,1,2,3,,15,5,8,53914.11
46,No,,,,F, healthcare representative ,,yes,51,1,4,47,1.0,2,3,1,8339.32,2168.22,3,20,4.0,3,0,1,2.0,13,12,8,100071.84
47,No,,,,M, manager ,Yes,yes,43,26,2,48,3.0,3,4,4,14132.5,3674.45,1,12,3.0,4,2,3,4.0,25,4,12,169590.0
48,No,,,Life Sciences,F, research scientist ,No,yes,37,1,3,49,4.0,3,1,4,2342.59,609.08,1,12,3.0,2,0,3,3.0,17,5,7,28111.13
49,No,travel rarely,,Technical Degree,F, sales executive ,Yes,yes,32,8,2,50,3.0,2,2,2,4492.84,1168.14,1,11,3.0,4,0,2,3.0,13,11,9,53914.11
50,No,,,,F, research director ,,no,38,1,3,51,4.0,3,3,1,8339.32,2168.22,1,13,3.0,2,1,3,3.0,15,5,11,100071.84
51,No,,,Life Sciences,F, manager ,No,yes,46,3,3,52,3.0,3,4,2,12783.92,3323.82,8,12,3.0,4,1,2,4.0,13,5,1,153407.07
52,Yes,travel rarely,,Medical,M, sales executive ,,no,35,10,3,53,4.0,2,3,1,8588.33,2232.97,9,17,3.0,3,0,3,,13,6,0,103059.96
53,No,,,Medical,F, manager ,No,yes,43,6,3,54,1.0,2,5,3,15943.72,4145.37,7,13,3.0,4,0,2,3.0,16,6,14,191324.64
54,No,non travel,,Life Sciences,M, healthcare representative ,No,yes,56,1,4,55,3.0,3,2,3,4492.84,1168.14,1,21,,1,1,2,2.0,13,1,9,53914.08
55,No,non travel,,Marketing,M, sales executive ,No,yes,36,15,4,56,4.0,1,2,4,4505.0,1171.3,1,24,4.0,1,1,4,2.0,15,11,11,54060.0
56,No,,,Medical,F, research scientist ,,yes,38,6,3,57,2.0,1,2,4,4492.84,1168.14,7,12,3.0,4,3,3,3.0,13,1,9,53914.11
57,No,,,Medical,F, manufacturing director ,No,no,49,26,4,58,3.0,3,2,1,4492.84,1168.14,1,14,3.0,3,0,2,2.0,15,5,11,53914.11
58,No,travel rarely,,Life Sciences,F, sales executive ,,yes,39,4,4,59,4.0,2,2,3,4918.33,1278.77,4,14,3.0,3,1,1,4.0,15,5,9,59020.0
59,No,,,,M, sales executive ,No,yes,40,4,4,60,3.0,2,3,4,9045.83,2351.92,7,11,,1,1,2,2.0,12,2,11,108550.0
60,No,,,,M, laboratory technician ,No,yes,36,5,2,61,4.0,3,2,2,4928.33,1281.37,8,16,3.0,4,0,3,4.0,13,3,7,59140.0
61,No,,,,F, research scientist ,Yes,no,37,25,5,62,2.0,3,2,3,4492.84,1168.14,3,15,3.0,1,2,2,3.0,13,10,7,53914.11
62,No,,,,M, research scientist ,,yes,35,6,4,63,2.0,1,2,4,5538.33,1439.97,1,13,3.0,2,0,3,3.0,17,11,8,66460.0
63,No,travel frequently,,Life Sciences,M, healthcare representative ,No,no,33,6,3,64,3.0,3,2,4,4492.84,1168.14,3,23,4.0,3,1,2,1.0,13,4,7,53914.11
64,No,travel rarely, Research & Development ,,M, manufacturing director ,Yes,no,50,24,3,65,4.0,3,4,3,11644.17,3027.48,3,18,3.0,4,1,2,3.0,12,1,5,139730.0
65,No,travel rarely,,,M, healthcare representative ,,yes,48,4,4,66,3.0,2,3,3,8339.32,2168.22,7,14,,2,0,3,3.0,15,4,8,100071.84
66,No,travel rarely, Sales ,,F, sales executive ,,yes,44,28,3,67,4.0,4,4,4,11100.0,2886.0,3,18,3.0,3,1,2,3.0,12,11,11,133200.0
67,No,travel rarely,,,M, research scientist ,,yes,44,29,4,68,4.0,3,2,4,4492.84,1168.14,1,25,4.0,2,0,3,3.0,20,13,17,53914.11
68,No,,,,F, healthcare representative ,No,yes,40,25,1,69,4.0,4,2,3,4492.84,1168.14,5,20,4.0,2,3,0,3.0,12,11,8,53914.11
69,No,travel rarely,,,F, healthcare representative ,,yes,34,2,4,70,3.0,3,2,4,5572.5,1448.85,1,11,3.0,4,0,2,4.0,14,4,11,66870.0
70,No,non travel, Research & Development ,,F, healthcare representative ,,yes,35,8,4,71,3.0,3,2,3,4492.84,1168.14,1,12,3.0,4,1,5,3.0,14,2,9,53914.11
71,No,,,Life Sciences,F, research director ,No,no,50,17,5,72,4.0,2,3,1,8339.32,2168.22,5,15,3.0,3,3,3,3.0,14,1,11,100071.84
72,No,,,Life Sciences,F, healthcare representative ,,yes,49,6,1,73,3.0,2,4,3,12783.92,3323.82,2,19,3.0,2,1,3,3.0,15,2,12,153407.07
73,No,travel frequently,,Life Sciences,M, research scientist ,No,yes,38,1,3,74,4.0,3,2,4,3945.83,1025.92,7,15,3.0,4,2,4,,13,2,9,47350.0
74,No,,,,M, laboratory technician ,No,yes,33,21,3,75,2.0,4,1,2,2342.59,609.08,1,18,3.0,4,3,6,,14,2,13,28111.13
75,No,travel rarely,,Life Sciences,F, manufacturing director ,Yes,yes,47,4,3,76,3.0,2,3,2,8339.32,2168.22,8,12,,3,1,4,3.0,22,14,10,100071.84
76,No,, Research & Development ,,F, research scientist ,,no,38,8,3,77,4.0,2,2,2,4492.84,1168.14,1,16,3.0,3,1,3,3.0,20,0,7,53914.08
77,No,travel rarely,,Life Sciences,F, research director ,Yes,yes,37,10,3,78,3.0,4,3,4,8339.32,2168.22,1,25,4.0,1,1,2,3.0,16,6,8,100071.84
78,No,,,,M, healthcare representative ,No,yes,30,2,3,79,3.0,2,2,4,4492.84,1168.14,1,19,,1,3,3,3.0,11,10,8,53914.11
79,No,travel rarely,,,M, sales executive ,,yes,58,18,4,80,4.0,3,4,3,11560.0,3005.6,0,13,3.0,3,0,1,2.0,37,1,8,138720.0
80,No,travel rarely,,,F, manager ,,no,34,5,3,81,3.0,2,3,1,8339.32,2168.22,2,12,3.0,4,0,6,3.0,11,5,8,100071.84
81,Yes,travel rarely,,Medical,F, healthcare representative ,,yes,58,23,4,82,4.0,3,3,4,8339.32,2168.22,1,12,3.0,4,1,3,2.0,40,15,6,100071.84
82,No,,,Life Sciences,M, sales executive ,,yes,38,3,3,83,1.0,3,3,3,8339.32,2168.22,0,12,3.0,3,2,6,2.0,16,5,13,100071.84
83,No,travel frequently,,,F, sales executive ,,yes,29,1,1,84,2.0,3,3,4,8339.32,2168.22,1,14,3.0,4,1,5,3.0,11,4,1,100071.84
84,No,travel rarely,,Medical,M, manager ,,yes,55,1,3,85,4.0,3,5,1,15870.83,4126.42,0,14,3.0,3,0,2,3.0,36,4,13,190450.0
85,No,,,,M, manager ,,yes,41,10,4,86,4.0,3,4,2,13345.83,3469.92,1,19,3.0,2,0,2,3.0,22,0,4,160149.96
86,No,travel rarely, Research & Development ,,M, healthcare representative ,No,no,39,1,3,87,3.0,4,3,4,8010.83,2082.82,0,17,,1,3,5,2.0,18,3,7,96130.0
87,No,,,Life Sciences,M, research director ,,yes,38,15,2,88,3.0,2,3,4,9591.67,2493.83,0,14,3.0,2,1,3,3.0,11,2,9,115100.0
88,No,,,,M, research director ,No,yes,43,12,3,89,1.0,2,4,2,12783.92,3323.82,1,11,3.0,3,1,3,,25,3,9,153407.07
89,No,,,,F, manufacturing director ,No,yes,31,30,2,90,2.0,3,2,1,3588.33,932.97,1,12,3.0,2,1,5,1.0,13,3,12,43059.96
90,No,travel rarely, Research & Development ,Life Sciences,M, manager ,No,yes,50,27,4,91,4.0,2,4,3,14205.0,3693.3,0,15,3.0,2,1,2,3.0,27,15,7,170460.0
91,No,,,Technical Degree,M, manufacturing director ,No,no,35,25,3,92,4.0,2,3,2,8339.32,2168.22,3,16,,1,0,2,3.0,13,4,8,100071.84
92,No,,,,M, manufacturing director ,Yes,yes,47,16,4,93,3.0,4,2,3,4222.5,1097.85,1,19,3.0,3,0,3,,19,2,7,50670.0
93,No,, Research & Development ,,F, healthcare representative ,Yes,yes,35,25,4,94,3.0,3,3,3,8339.32,2168.22,1,11,,3,1,3,2.0,16,10,1,100071.84
94,No,travel rarely,,,M, healthcare representative ,,yes,40,20,4,95,1.0,3,3,4,8339.32,2168.22,4,20,4.0,4,1,6,3.0,11,11,1,100071.84
95,No,, Sales ,Life Sciences,F, sales executive ,,no,45,9,4,96,2.0,2,2,3,4492.84,1168.14,1,13,3.0,4,1,2,3.0,15,4,12,53914.11
96,No,, Research & Development ,Medical,M, research scientist ,,no,33,9,3,97,1.0,3,1,4,2342.59,609.08,0,13,3.0,2,1,5,3.0,14,4,10,28111.13
97,No,travel frequently,,,M, research scientist ,No,no,36,3,3,98,3.0,3,1,2,3076.67,799.93,1,12,3.0,3,0,2,2.0,11,0,7,36920.0
98,Yes,,,Marketing,F, manager ,Yes,yes,45,13,3,99,1.0,1,5,2,15943.72,4145.37,2,16,3.0,1,0,2,3.0,24,1,11,191324.62
99,No,travel frequently,,,M, manager ,Yes,no,51,27,3,100,4.0,3,5,2,16539.17,4300.18,4,24,,1,1,5,2.0,29,11,10,198470.0
100,No,travel rarely,,Technical Degree,M, sales representative ,Yes,no,34,7,2,101,2.0,3,1,3,1923.33,500.07,0,25,4.0,2,1,4,3.0,11,5,7,23080.0
101,No,travel rarely, Research & Development ,,M, research director ,No,yes,43,15,2,102,3.0,2,4,3,12783.92,3323.82,1,24,4.0,1,1,3,3.0,14,6,11,153407.07
102,No,,,Medical,M, laboratory technician ,No,no,34,5,2,103,2.0,2,2,4,4492.84,1168.14,1,14,3.0,3,1,3,,15,4,13,53914.11
103,No,,,,M, human resources ,No,yes,38,2,3,104,1.0,3,1,2,2342.59,609.08,5,13,3.0,4,3,3,3.0,11,3,8,28111.13
104,No,,,,M, research director ,No,no,48,10,3,105,4.0,2,5,2,15943.72,4145.37,4,12,3.0,4,0,3,3.0,22,12,9,191324.62
105,No,, Research & Development ,Other,M, research scientist ,Yes,no,34,22,4,106,3.0,2,2,4,4789.17,1245.18,1,15,3.0,2,0,3,3.0,15,6,11,57470.0
106,No,travel rarely,,,F, sales executive ,No,yes,32,31,4,107,4.0,3,3,4,8685.0,2258.1,1,19,3.0,3,2,3,3.0,14,5,7,104220.0
107,No,travel rarely,,Life Sciences,F, manufacturing director ,No,no,29,21,4,108,2.0,4,3,1,8339.32,2168.22,1,11,3.0,3,1,1,3.0,10,8,8,100071.84
108,No,,,Medical,M, healthcare representative ,Yes,no,46,1,3,109,3.0,2,3,1,8339.32,2168.22,2,13,3.0,3,1,5,2.0,10,9,5,100071.84
109,No,, Human Resources ,,M, human resources ,Yes,no,30,9,3,110,3.0,3,2,4,5289.17,1375.18,0,19,3.0,4,0,2,1.0,11,4,7,63470.0
110,No,,,Life Sciences,M, laboratory technician ,No,yes,45,9,3,111,2.0,3,2,2,1956.67,508.73,8,18,3.0,3,1,2,,17,0,15,23480.0
111,No,travel rarely,,,F, sales executive ,No,yes,30,5,3,112,2.0,3,3,4,8339.32,2168.22,2,12,3.0,3,1,2,3.0,10,7,4,100071.84
112,No,,,,M, laboratory technician ,No,yes,30,9,3,113,3.0,3,2,1,2560.0,665.6,1,11,,3,2,4,3.0,12,6,10,30720.0
113,No,travel frequently,,,M, manufacturing director ,,no,34,29,1,114,4.0,2,2,3,4492.84,1168.14,1,17,3.0,3,0,2,2.0,10,1,9,53914.08
114,No,travel rarely,,Life Sciences,M, research director ,No,no,51,8,4,115,2.0,2,3,2,10408.33,2706.17,5,16,3.0,4,2,5,1.0,10,4,7,124900.0
115,No,,,Life Sciences,M, manufacturing director ,,yes,34,39,4,116,4.0,2,2,1,4492.84,1168.14,6,13,3.0,2,1,3,3.0,11,5,9,53914.11
116,No,travel rarely,,,M, sales executive ,,yes,35,16,3,117,3.0,3,3,2,6683.33,1737.67,0,15,3.0,3,2,3,2.0,11,6,9,80200.0
117,No,travel frequently,,Life Sciences,M, laboratory technician ,,yes,45,7,3,118,1.0,3,3,1,8339.32,2168.22,1,18,3.0,1,1,2,3.0,24,9,11,100071.84
118,No,,,,M, manager ,,yes,39,10,1,119,3.0,3,4,1,14223.33,3698.07,1,14,,4,0,3,3.0,21,11,10,170680.0
119,No,,,,F, manufacturing director ,No,no,31,7,2,120,3.0,2,3,3,7452.5,1937.65,1,24,4.0,1,1,2,3.0,10,8,9,89430.0
120,No,, Research & Development ,,M, manager ,,yes,39,7,2,121,3.0,2,5,4,16060.0,4175.6,1,15,3.0,1,1,2,3.0,21,13,3,192720.0
121,No,travel rarely,,,M, research scientist ,No,yes,45,8,4,122,4.0,3,2,4,4492.84,1168.14,9,14,3.0,1,2,3,3.0,10,9,8,53914.11
122,No,travel rarely, Sales ,Marketing,F, sales executive ,,yes,30,5,3,123,4.0,2,2,3,4492.84,1168.14,1,13,3.0,3,3,2,3.0,10,1,2,53914.08
123,No,,,Medical,F, manufacturing director ,,no,31,7,4,124,3.0,3,3,4,8339.32,2168.22,1,14,3.0,3,0,2,2.0,11,4,10,100071.84
124,No,,,Medical,M, sales executive ,No,yes,36,3,4,125,1.0,2,3,4,8339.32,2168.22,4,11,3.0,1,1,2,3.0,13,1,12,100071.84
125,No,travel rarely,,,M, sales executive ,,yes,36,2,2,126,2.0,2,3,3,8339.32,2168.22,1,13,3.0,2,2,2,3.0,10,9,0,100071.84
126,No,travel rarely,,,F, manager ,No,yes,55,18,5,127,1.0,3,4,2,12783.92,3323.82,3,23,4.0,4,0,2,3.0,10,7,7,153407.07
127,No,,,,M, sales executive ,,yes,35,1,3,128,2.0,3,2,3,4492.84,1168.14,9,11,3.0,3,0,2,3.0,11,6,9,53914.11
128,No,travel rarely,,Medical,M, manufacturing director ,,no,42,24,3,129,4.0,3,3,1,8339.32,2168.22,1,21,4.0,4,1,5,2.0,10,5,8,100071.84
129,No,travel rarely,,,M, research scientist ,Yes,yes,52,6,2,130,4.0,3,2,1,4647.5,1208.35,3,12,,2,2,3,3.0,10,6,9,55770.0
130,No,,,Life Sciences,M, research director ,Yes,yes,49,18,4,131,4.0,2,5,3,15943.72,4145.37,1,17,3.0,3,1,5,3.0,31,0,9,191324.62
131,No,travel rarely, Research & Development ,,M, research scientist ,No,yes,34,1,5,132,2.0,3,1,4,2242.5,583.05,1,12,3.0,4,1,4,2.0,10,8,8,26910.0
132,Yes,travel rarely,,Other,M, research scientist ,,no,33,1,4,133,4.0,3,1,4,2342.59,609.08,1,13,3.0,3,0,2,2.0,10,7,8,28111.13
133,No,, Research & Development ,Medical,M, research director ,No,yes,33,7,3,134,3.0,3,3,3,8339.32,2168.22,0,11,3.0,4,0,3,4.0,13,3,7,100071.84
134,No,travel rarely,,,F, research director ,No,yes,53,23,4,135,4.0,3,4,4,12783.92,3323.82,6,18,3.0,3,0,0,3.0,12,3,8,153407.07
135,No,travel rarely,,Other,F, laboratory technician ,,no,49,8,2,136,1.0,3,3,2,6169.17,1603.98,4,11,3.0,3,1,3,2.0,26,1,7,74030.0
136,No,,,,M, sales executive ,,no,35,21,4,137,4.0,3,3,4,8339.32,2168.22,6,13,3.0,2,1,2,3.0,10,0,8,100071.84
137,No,travel rarely,,Life Sciences,F, healthcare representative ,,no,38,17,1,138,3.0,2,3,3,7352.5,1911.65,0,18,3.0,1,1,4,2.0,19,1,9,88230.0
138,No,, Sales ,Marketing,M, manager ,No,no,46,3,1,139,1.0,3,4,3,12783.92,3323.82,3,12,3.0,4,1,3,3.0,12,4,9,153407.07
139,No,non travel,,,M, manufacturing director ,,no,36,18,4,140,1.0,3,2,4,4492.84,1168.14,2,20,4.0,1,0,0,3.0,11,0,9,53914.11
140,Yes,travel frequently,,Life Sciences,M, sales executive ,,yes,42,15,3,141,4.0,3,4,1,12783.92,3323.82,0,12,,2,0,2,2.0,21,13,14,153407.07
141,No,travel frequently,,,M, healthcare representative ,No,yes,34,1,3,142,4.0,2,2,1,4492.84,1168.14,0,20,4.0,3,0,3,3.0,13,4,9,53914.08
142,No,travel rarely, Research & Development ,Medical,M, research scientist ,Yes,yes,30,1,3,143,4.0,3,1,2,2982.5,775.45,0,21,4.0,1,1,2,3.0,11,5,7,35790.0
143,No,travel rarely,,Life Sciences,M, research director ,No,yes,54,3,3,144,4.0,3,4,4,14815.83,3852.12,3,14,3.0,1,0,2,3.0,10,0,9,177790.0
144,No,travel rarely,,Medical,F, healthcare representative ,No,no,31,24,3,145,3.0,2,2,1,4492.84,1168.14,1,19,,2,0,2,3.0,10,1,8,53914.11
145,No,,,,M, manager ,No,yes,44,5,3,146,2.0,3,5,2,15177.5,3946.15,7,11,3.0,3,1,5,3.0,22,3,10,182130.0
146,No,non travel,,,M, healthcare representative ,Yes,no,55,8,1,147,4.0,2,4,2,11314.17,2941.68,1,15,3.0,4,1,3,3.0,33,15,0,135770.0
147,No,travel rarely,,Life Sciences,M, manager ,No,no,44,4,2,148,3.0,4,5,1,15991.67,4157.83,1,14,3.0,4,2,4,2.0,25,14,13,191900.0
148,No,travel frequently, Human Resources ,Life Sciences,M, human resources ,No,yes,34,11,3,149,3.0,2,2,2,4492.84,1168.14,4,11,3.0,4,2,5,4.0,10,1,8,53914.08
149,No,,,,F, manager ,Yes,no,39,13,4,150,3.0,2,4,2,14269.17,3709.98,6,13,3.0,4,2,4,3.0,19,15,2,171230.0
150,No,travel rarely,,Medical,F, manager ,,yes,55,2,2,151,4.0,1,5,3,15989.17,4157.18,4,14,,4,1,5,3.0,19,9,11,191870.0
151,No,,,Life Sciences,M, manager ,,yes,51,5,3,152,3.0,3,4,2,12783.92,3323.82,1,11,3.0,2,1,2,3.0,33,0,10,153407.07
152,Yes,,,Medical,F, manufacturing director ,,yes,58,14,4,153,4.0,2,3,1,8340.0,2168.4,7,14,3.0,4,0,0,2.0,10,5,9,100080.0
153,No,,,Life Sciences,M, manufacturing director ,No,yes,48,4,3,154,4.0,3,3,4,8339.32,2168.22,1,11,3.0,3,0,2,3.0,10,0,8,100071.84
154,No,travel rarely, Human Resources ,,M, human resources ,,no,29,17,3,155,2.0,2,3,1,6656.67,1730.73,1,13,3.0,1,0,3,2.0,10,0,9,79880.0
155,No,,,Other,M, sales executive ,No,yes,34,3,3,156,4.0,1,2,1,4492.84,1168.14,3,18,,4,0,2,3.0,13,3,12,53914.11
156,No,travel frequently,,,F, laboratory technician ,,yes,42,9,2,157,1.0,3,1,4,2342.59,609.08,1,13,3.0,3,0,3,3.0,12,5,8,28111.08
157,No,travel rarely,,Life Sciences,M, research scientist ,No,yes,57,1,2,158,2.0,4,2,3,4492.84,1168.14,0,24,4.0,1,1,2,2.0,12,2,8,53914.11
158,Yes,travel rarely,,,F, sales executive ,Yes,no,34,24,4,159,1.0,2,2,2,4492.84,1168.14,0,23,4.0,3,0,2,4.0,15,10,10,53914.11
159,No,travel frequently,,Medical,F, manager ,No,yes,54,11,4,160,2.0,3,4,4,12783.92,3323.82,3,20,,1,1,2,3.0,14,1,12,153407.04
160,No,travel rarely,,,M, sales executive ,,no,34,1,3,161,4.0,2,3,3,5902.5,1534.65,1,14,3.0,4,0,3,3.0,10,8,6,70830.0
161,No,,,Medical,M, laboratory technician ,,yes,29,3,1,162,2.0,3,1,1,3935.83,1023.32,1,18,3.0,4,0,3,,10,1,5,47229.96
162,No,travel rarely,,Life Sciences,M, laboratory technician ,,yes,35,28,3,163,2.0,4,2,3,2839.17,738.18,1,17,,4,2,3,2.0,10,6,8,34070.0
163,Yes,,,Other,M, sales executive ,,yes,35,12,4,164,4.0,3,2,4,4492.84,1168.14,3,24,4.0,1,0,2,4.0,11,6,7,53914.11
164,No,travel rarely,,Life Sciences,F, research scientist ,No,yes,34,19,3,165,2.0,2,1,4,2440.83,634.62,1,12,3.0,2,0,3,3.0,10,8,7,29290.0
165,No,,,,M, sales executive ,Yes,no,43,2,3,166,4.0,3,2,4,4492.84,1168.14,1,17,3.0,1,1,3,3.0,10,8,8,53914.11
