,age,dailyrate,distancefromhome,education,employeecount,employeenumber,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,numberchildren,is_equal
10,41,2060.7063492063494,7,1,1,11,1,257.5882936507937,1,5,3,16644.17,43274.83,1,22,4.0,2,2,,3,3.0,21,,5,10,16644.17,1982,199730.0,,True
11,56,1382.7460317460318,23,3,1,12,1,172.84325396825398,3,4,2,11168.33,29037.67,4,12,,1,1,33.0,0,3.0,19,,15,9,,1967,134020.0,,
12,38,1362.5238095238096,10,3,1,13,1,170.3154761904762,1,3,3,11005.0,28613.0,3,12,3.0,1,1,,3,3.0,18,,1,11,,1985,132060.0,,
13,41,2016.547619047619,12,3,1,14,1,252.06845238095238,3,5,3,16287.5,42347.5,1,12,3.0,4,0,,0,3.0,22,,15,8,,1982,195450.0,,
14,55,1973.9841269841268,14,4,1,15,1,246.74801587301585,4,5,2,15943.72,41453.67,8,11,3.0,4,0,,3,3.0,24,,2,15,15943.72,1968,191324.63999999998,,
15,40,1861.373015873016,2,4,1,16,1,232.671626984127,3,5,3,15034.17,39088.83,0,14,3.0,4,0,,2,3.0,20,,1,12,15034.17,1983,180410.0,,True
16,58,1985.6984126984123,2,4,1,17,1,248.21230158730154,3,5,2,16038.33,41699.67,7,12,3.0,4,0,40.0,2,3.0,31,,13,8,16038.33,1965,192460.0,,True
17,46,1582.7713464696226,2,3,1,18,1,197.84641830870282,3,4,1,12783.92,33238.2,8,23,4.0,1,0,28.0,2,3.0,26,,15,9,12783.92,1977,153407.04,,
18,35,556.2566609977324,13,5,1,19,1,69.53208262471655,4,2,1,4492.84,11681.39,1,11,3.0,4,0,,2,3.0,16,,1,10,4492.84,1988,53914.08,,
19,40,1032.4872861766066,15,3,1,20,1,129.06091077207583,2,3,3,8339.32,21682.23,1,13,3.0,4,2,18.0,2,,18,,14,12,8339.32,1983,100071.84,,
20,45,1108.920634920635,1,1,1,21,1,138.61507936507937,2,3,3,8956.67,23287.33,3,23,4.0,4,1,25.0,3,2.0,23,,14,4,8956.67,1978,107480.0,,True
21,33,1032.4872861766066,1,2,1,22,1,129.06091077207583,3,3,4,8339.32,21682.23,1,12,3.0,3,0,15.0,1,3.0,15,,8,12,,1990,100071.84,,
22,36,1032.4872861766066,8,3,1,23,1,129.06091077207583,3,3,3,8339.32,21682.23,1,13,,2,3,17.0,2,3.0,17,,12,8,,1987,100071.84,,
23,47,1728.3809523809523,2,2,1,24,1,216.04761904761904,3,4,4,13960.0,36296.0,1,11,3.0,3,1,,3,2.0,26,,3,0,,1976,167520.0,,
24,36,639.7857142857143,42,2,1,25,4,79.97321428571429,3,2,4,5167.5,13435.5,1,14,3.0,4,1,18.0,1,,18,,4,11,5167.5,1987,62010.0,,True
25,35,1032.4872861766066,9,3,1,26,1,129.06091077207583,2,3,3,8339.32,21682.23,1,20,4.0,2,1,17.0,2,3.0,17,,5,15,,1988,100071.84,,
26,52,2047.5,2,1,1,27,1,255.9375,1,5,4,16537.5,42997.5,1,15,3.0,4,1,33.0,3,3.0,32,,6,9,,1971,198450.0,,
27,36,556.2566609977324,2,4,1,28,1,69.53208262471655,3,2,2,4492.84,11681.39,9,11,3.0,4,0,18.0,2,3.0,16,,5,12,4492.84,1987,53914.11,,True
28,33,556.2566609977324,28,4,1,29,1,69.53208262471655,3,2,3,4492.84,11681.39,1,12,3.0,2,1,15.0,3,3.0,15,,5,7,4492.84,1990,53914.11,,True
29,34,412.8015873015873,10,3,1,30,1,51.60019841269841,3,2,3,3334.17,8668.83,1,14,3.0,3,1,15.0,3,3.0,15,,0,7,3334.17,1989,40010.0,,True
30,41,1077.8650793650793,37,1,1,31,3,134.7331349206349,3,3,3,8705.83,22635.17,0,13,3.0,4,1,,3,4.0,22,,13,5,8705.83,1982,104470.0,,True
31,47,1032.4872861766066,25,3,1,32,1,129.06091077207583,3,3,3,8339.32,21682.23,2,23,4.0,2,0,25.0,3,3.0,17,,12,11,8339.32,1976,100071.84,,
32,53,1973.9841269841268,5,3,1,33,1,246.74801587301585,3,5,3,15943.72,41453.67,4,11,3.0,4,1,26.0,3,2.0,14,,4,8,15943.72,1970,191324.62,,True
33,35,556.2566609977324,1,4,1,34,1,69.53208262471655,2,2,1,4492.84,11681.39,0,14,,2,0,16.0,2,3.0,15,,2,8,4492.84,1988,53914.11,,True
34,34,556.2566609977324,6,4,1,35,1,69.53208262471655,3,2,3,4492.84,11681.39,1,14,3.0,3,0,16.0,3,3.0,16,,2,10,4492.84,1989,53914.08,,
35,46,1032.4872861766066,1,2,1,36,1,129.06091077207583,3,3,1,8339.32,21682.23,1,25,4.0,3,3,24.0,2,3.0,24,,15,7,8339.32,1977,100071.84,,True
36,43,1657.3968253968255,16,3,1,37,1,207.1746031746032,3,4,4,13386.67,34805.33,5,22,4.0,3,1,22.0,3,3.0,17,,1,9,,1980,160640.0,,
37,36,331.1904761904762,6,3,1,38,1,41.398809523809526,3,1,4,2675.0,6955.0,0,11,3.0,3,1,16.0,4,3.0,15,,10,11,2675.0,1987,32100.0,,True
38,60,1059.1904761904764,28,3,1,39,1,132.39880952380955,2,3,1,8555.0,22243.0,4,19,3.0,4,0,22.0,5,4.0,18,13.0,13,11,8555.0,1963,102660.0,,True
39,40,1080.7539682539684,5,4,1,40,1,135.09424603174605,2,3,1,8729.17,22695.83,5,21,4.0,3,1,20.0,2,3.0,18,,1,12,8729.17,1983,104750.0,,True
40,32,635.7619047619048,4,3,1,41,1,79.4702380952381,2,2,3,5135.0,13351.0,1,12,3.0,3,1,14.0,3,3.0,14,,6,8,,1991,61620.0,,
41,41,487.0873015873016,35,3,1,42,3,60.8859126984127,3,1,1,3934.17,10228.83,2,13,,3,0,20.0,3,3.0,18,,2,17,3934.17,1982,47210.0,,True
42,53,1582.7713464696226,2,2,1,43,1,197.84641830870282,3,4,3,12783.92,33238.2,6,13,3.0,3,1,22.0,3,4.0,17,,15,2,12783.92,1970,153407.07,,True
43,36,290.03550973654063,16,4,1,44,1,36.25443871706758,4,1,1,2342.59,6090.75,1,16,3.0,3,0,18.0,1,3.0,17,,15,14,,1987,28111.13,,
44,46,476.1507936507937,8,4,1,45,1,59.51884920634921,2,2,1,3845.83,9999.17,8,23,4.0,1,3,,2,3.0,16,,1,7,3845.83,1977,46150.0,,True
45,38,556.2566609977324,1,4,1,46,1,69.53208262471655,3,2,2,4492.84,11681.39,0,15,3.0,1,2,16.0,3,,15,,5,8,4492.84,1985,53914.11,,True
46,51,1032.4872861766066,1,4,1,47,1,129.06091077207583,2,3,1,8339.32,21682.23,3,20,4.0,3,0,23.0,1,2.0,13,,12,8,8339.32,1972,100071.84,,True
47,43,1749.7380952380954,26,2,1,48,1,218.71726190476193,3,4,4,14132.5,36744.5,1,12,3.0,4,2,25.0,3,4.0,25,,4,12,14132.5,1980,169590.0,,True
48,37,290.03550973654063,1,3,1,49,1,36.25443871706758,3,1,4,2342.59,6090.75,1,12,3.0,2,0,,3,3.0,17,,5,7,,1986,28111.13,,
49,32,556.2566609977324,8,2,1,50,1,69.53208262471655,2,2,2,4492.84,11681.39,1,11,3.0,4,0,,2,3.0,13,12.0,11,9,,1991,53914.11,,
50,38,1032.4872861766066,1,3,1,51,1,129.06091077207583,3,3,1,8339.32,21682.23,1,13,3.0,2,1,15.0,3,3.0,15,,5,11,8339.32,1985,100071.84,,True
51,46,1582.7713464696226,3,3,1,52,1,197.84641830870282,3,4,2,12783.92,33238.2,8,12,3.0,4,1,23.0,2,4.0,13,,5,1,12783.92,1977,153407.07,,True
52,35,1063.3174603174605,10,3,1,53,1,132.91468253968256,2,3,1,8588.33,22329.67,9,17,3.0,3,0,15.0,3,,13,,6,0,8588.33,1988,103059.95999999999,,
53,43,1973.9841269841268,6,3,1,54,1,246.74801587301585,2,5,3,15943.72,41453.67,7,13,3.0,4,0,21.0,2,3.0,16,,6,14,15943.72,1980,191324.63999999998,,
54,56,556.2566609977324,1,4,1,55,1,69.53208262471655,3,2,3,4492.84,11681.39,1,21,,1,1,,2,2.0,13,,1,9,4492.84,1967,53914.08,,
55,36,557.7619047619048,15,4,1,56,1,69.7202380952381,1,2,4,4505.0,11713.0,1,24,4.0,1,1,,4,2.0,15,,11,11,4505.0,1987,54060.0,,True
56,38,556.2566609977324,6,3,1,57,1,69.53208262471655,1,2,4,4492.84,11681.39,7,12,3.0,4,3,17.0,3,3.0,13,,1,9,,1985,53914.11,,
57,49,556.2566609977324,26,4,1,58,1,69.53208262471655,3,2,1,4492.84,11681.39,1,14,3.0,3,0,16.0,2,2.0,15,,5,11,,1974,53914.11,,
58,39,608.936507936508,4,4,1,59,1,76.1170634920635,2,2,3,4918.33,12787.67,4,14,3.0,3,1,17.0,1,4.0,15,,5,9,4918.33,1984,59020.0,,True
59,40,1119.9603174603176,4,4,1,60,1,139.9950396825397,2,3,4,9045.83,23519.17,7,11,,1,1,15.0,2,2.0,12,,2,11,,1983,108550.0,,
60,36,610.1746031746031,5,2,1,61,1,76.27182539682539,3,2,2,4928.33,12813.67,8,16,3.0,4,0,16.0,3,4.0,13,,3,7,4928.33,1987,59140.0,,True
61,37,556.2566609977324,25,5,1,62,1,69.53208262471655,3,2,3,4492.84,11681.39,3,15,3.0,1,2,15.0,2,3.0,13,,10,7,,1986,53914.11,,
62,35,685.6984126984128,6,4,1,63,1,85.7123015873016,1,2,4,5538.33,14399.67,1,13,3.0,2,0,,3,3.0,17,,11,8,5538.33,1988,66460.0,,True
63,33,556.2566609977324,6,3,1,64,1,69.53208262471655,3,2,4,4492.84,11681.39,3,23,4.0,3,1,15.0,2,1.0,13,,4,7,4492.84,1990,53914.11,,True
64,50,1441.65873015873,24,3,1,65,1,180.20734126984124,3,4,3,11644.17,30274.83,3,18,3.0,4,1,22.0,2,3.0,12,,1,5,,1973,139730.0,,
65,48,1032.4872861766066,4,4,1,66,1,129.06091077207583,2,3,3,8339.32,21682.23,7,14,,2,0,27.0,3,3.0,15,11.0,4,8,,1975,100071.84,,
66,44,1374.2857142857142,28,3,1,67,1,171.78571428571428,4,4,4,11100.0,28860.0,3,18,3.0,3,1,,2,3.0,12,,11,11,11100.0,1979,133200.0,,
67,44,556.2566609977324,29,4,1,68,1,69.53208262471655,3,2,4,4492.84,11681.39,1,25,4.0,2,0,,3,3.0,20,,13,17,,1979,53914.11,,
68,40,556.2566609977324,25,1,1,69,2,69.53208262471655,4,2,3,4492.84,11681.39,5,20,4.0,2,3,15.0,0,3.0,12,,11,8,,1983,53914.11,,
69,34,689.9285714285714,2,4,1,70,1,86.24107142857143,3,2,4,5572.5,14488.5,1,11,3.0,4,0,14.0,2,4.0,14,,4,11,5572.5,1989,66870.0,,True
70,35,556.2566609977324,8,4,1,71,1,69.53208262471655,3,2,3,4492.84,11681.39,1,12,3.0,4,1,,5,3.0,14,,2,9,4492.84,1988,53914.11,,True
71,50,1032.4872861766066,17,5,1,72,1,129.06091077207583,2,3,1,8339.32,21682.23,5,15,3.0,3,3,,3,3.0,14,11.0,1,11,,1973,100071.84,,
72,49,1582.7713464696226,6,1,1,73,1,197.84641830870282,2,4,3,12783.92,33238.2,2,19,3.0,2,1,,3,3.0,15,,2,12,12783.92,1974,153407.07,,True
73,38,488.531746031746,1,3,1,74,1,61.06646825396825,3,2,4,3945.83,10259.17,7,15,3.0,4,2,19.0,4,,13,,2,9,,1985,47350.0,,
74,33,290.03550973654063,21,3,1,75,1,36.25443871706758,4,1,2,2342.59,6090.75,1,18,3.0,4,3,14.0,6,,14,,2,13,,1990,28111.13,,
75,47,1032.4872861766066,4,3,1,76,1,129.06091077207583,2,3,2,8339.32,21682.23,8,12,,3,1,,4,3.0,22,,14,10,8339.32,1976,100071.84,,True
76,38,556.2566609977324,8,3,1,77,1,69.53208262471655,2,2,2,4492.84,11681.39,1,16,3.0,3,1,20.0,3,3.0,20,,0,7,4492.84,1985,53914.08,,
77,37,1032.4872861766066,10,3,1,78,1,129.06091077207583,4,3,4,8339.32,21682.23,1,25,4.0,1,1,16.0,2,3.0,16,,6,8,8339.32,1986,100071.84,,True
78,30,556.2566609977324,2,3,1,79,1,69.53208262471655,2,2,4,4492.84,11681.39,1,19,,1,3,11.0,3,3.0,11,,10,8,,1993,53914.11,,
79,58,1431.2380952380954,18,4,1,80,1,178.90476190476193,3,4,3,11560.0,30056.0,0,13,3.0,3,0,38.0,1,2.0,37,,1,8,11560.0,1965,138720.0,,True
80,34,1032.4872861766066,5,3,1,81,1,129.06091077207583,2,3,1,8339.32,21682.23,2,12,3.0,4,0,14.0,6,3.0,11,,5,8,8339.32,1989,100071.84,,
81,58,1032.4872861766066,23,4,1,82,1,129.06091077207583,3,3,4,8339.32,21682.23,1,12,3.0,4,1,40.0,3,2.0,40,,15,6,8339.32,1965,100071.84,,True
82,38,1032.4872861766066,3,3,1,83,1,129.06091077207583,3,3,3,8339.32,21682.23,0,12,3.0,3,2,,6,2.0,16,,5,13,8339.32,1985,100071.84,,
83,29,1032.4872861766066,1,1,1,84,1,129.06091077207583,3,3,4,8339.32,21682.23,1,14,3.0,4,1,11.0,5,3.0,11,,4,1,8339.32,1994,100071.84,,True
84,55,1964.9603174603176,1,3,1,85,1,245.6200396825397,3,5,1,15870.83,41264.17,0,14,3.0,3,0,37.0,2,3.0,36,,4,13,15870.83,1968,190450.0,,True
85,41,1652.34126984127,10,4,1,86,1,206.54265873015876,3,4,2,13345.83,34699.17,1,19,3.0,2,0,,2,3.0,22,,0,4,13345.83,1982,160149.96,,
86,39,991.8174603174604,1,3,1,87,1,123.97718253968254,4,3,4,8010.83,20828.17,0,17,,1,3,19.0,5,2.0,18,,3,7,8010.83,1984,96130.0,,True
87,38,1187.5396825396826,15,2,1,88,1,148.44246031746033,2,3,4,9591.67,24938.33,0,14,3.0,2,1,,3,3.0,11,,2,9,,1985,115100.0,,
88,43,1582.7713464696226,12,3,1,89,1,197.84641830870282,2,4,2,12783.92,33238.2,1,11,3.0,3,1,,3,,25,,3,9,12783.92,1980,153407.07,,True
89,31,444.26984126984127,30,2,1,90,1,55.53373015873016,3,2,1,3588.33,9329.67,1,12,3.0,2,1,13.0,5,1.0,13,,3,12,3588.33,1992,43059.96,,
90,50,1758.7142857142858,27,4,1,91,3,219.83928571428572,2,4,3,14205.0,36933.0,0,15,3.0,2,1,28.0,2,3.0,27,,15,7,14205.0,1973,170460.0,,True
91,35,1032.4872861766066,25,3,1,92,1,129.06091077207583,2,3,2,8339.32,21682.23,3,16,,1,0,,2,3.0,13,,4,8,8339.32,1988,100071.84,,True
92,47,522.7857142857143,16,4,1,93,1,65.34821428571429,4,2,3,4222.5,10978.5,1,19,3.0,3,0,20.0,3,,19,,2,7,4222.5,1976,50670.0,,
93,35,1032.4872861766066,25,4,1,94,1,129.06091077207583,3,3,3,8339.32,21682.23,1,11,,3,1,,3,2.0,16,,10,1,8339.32,1988,100071.84,,True
94,40,1032.4872861766066,20,4,1,95,1,129.06091077207583,3,3,4,8339.32,21682.23,4,20,4.0,4,1,14.0,6,3.0,11,,11,1,,1983,100071.84,,
95,45,556.2566609977324,9,4,1,96,1,69.53208262471655,2,2,3,4492.84,11681.39,1,13,3.0,4,1,15.0,2,3.0,15,,4,12,4492.84,1978,53914.11,,True
96,33,290.03550973654063,9,3,1,97,1,36.25443871706758,3,1,4,2342.59,6090.75,0,13,3.0,2,1,15.0,5,3.0,14,,4,10,,1990,28111.13,,
97,36,380.9206349206349,3,3,1,98,1,47.61507936507936,3,1,2,3076.67,7999.33,1,12,3.0,3,0,12.0,2,2.0,11,,0,7,3076.67,1987,36920.0,,True
98,45,1973.9841269841268,13,3,1,99,1,246.74801587301585,1,5,2,15943.72,41453.67,2,16,3.0,1,0,26.0,2,3.0,24,,1,11,15943.72,1978,191324.62,,True
99,51,2047.7063492063487,27,3,1,100,3,255.9632936507936,3,5,2,16539.17,43001.83,4,24,,1,1,,5,2.0,29,,11,10,,1972,198470.0,,
100,34,238.12698412698413,7,2,1,101,1,29.765873015873016,3,1,3,1923.33,5000.67,0,25,4.0,2,1,12.0,4,3.0,11,,5,7,,1989,23080.0,,
101,43,1582.7713464696226,15,2,1,102,1,197.84641830870282,2,4,3,12783.92,33238.2,1,24,4.0,1,1,,3,3.0,14,,6,11,,1980,153407.07,,
102,34,556.2566609977324,5,2,1,103,1,69.53208262471655,2,2,4,4492.84,11681.39,1,14,3.0,3,1,,3,,15,,4,13,4492.84,1989,53914.11,,True
103,38,290.03550973654063,2,3,1,104,1,36.25443871706758,3,1,2,2342.59,6090.75,5,13,3.0,4,3,13.0,3,3.0,11,,3,8,2342.59,1985,28111.13,,True
104,48,1973.9841269841268,10,3,1,105,1,246.74801587301585,2,5,2,15943.72,41453.67,4,12,3.0,4,0,29.0,3,3.0,22,,12,9,,1975,191324.62,,
105,34,592.9444444444445,22,4,1,106,1,74.11805555555556,2,2,4,4789.17,12451.83,1,15,3.0,2,0,16.0,3,3.0,15,,6,11,4789.17,1989,57470.0,,True
106,32,1075.2857142857142,31,4,1,107,3,134.41071428571428,3,3,4,8685.0,22581.0,1,19,3.0,3,2,14.0,3,3.0,14,,5,7,8685.0,1991,104220.0,,True
107,29,1032.4872861766066,21,4,1,108,1,129.06091077207583,4,3,1,8339.32,21682.23,1,11,3.0,3,1,10.0,1,3.0,10,,8,8,8339.32,1994,100071.84,,
108,46,1032.4872861766066,1,3,1,109,1,129.06091077207583,2,3,1,8339.32,21682.23,2,13,3.0,3,1,21.0,5,2.0,10,,9,5,,1977,100071.84,,
109,30,654.8492063492064,9,3,1,110,1,81.8561507936508,3,2,4,5289.17,13751.83,0,19,3.0,4,0,,2,1.0,11,,4,7,5289.17,1993,63470.0,,True
110,45,242.25396825396828,9,3,1,111,1,30.281746031746035,3,2,2,1956.67,5087.33,8,18,3.0,3,1,20.0,2,,17,,0,15,1956.67,1978,23480.0,,True
111,30,1032.4872861766066,5,3,1,112,1,129.06091077207583,3,3,4,8339.32,21682.23,2,12,3.0,3,1,,2,3.0,10,,7,4,8339.32,1993,100071.84,,True
112,30,316.95238095238096,9,3,1,113,1,39.61904761904762,3,2,1,2560.0,6656.0,1,11,,3,2,12.0,4,3.0,12,,6,10,,1993,30720.0,,
113,34,556.2566609977324,29,1,1,114,1,69.53208262471655,2,2,3,4492.84,11681.39,1,17,3.0,3,0,10.0,2,2.0,10,,1,9,4492.84,1989,53914.08,,
114,51,1288.6507936507935,8,4,1,115,1,161.0813492063492,2,3,2,10408.33,27061.67,5,16,3.0,4,2,16.0,5,1.0,10,,4,7,10408.33,1972,124900.0,,True
115,34,556.2566609977324,39,4,1,116,4,69.53208262471655,2,2,1,4492.84,11681.39,6,13,3.0,2,1,13.0,3,3.0,11,,5,9,4492.84,1989,53914.11,,True
116,35,827.4603174603175,16,3,1,117,1,103.43253968253968,3,3,2,6683.33,17376.67,0,15,3.0,3,2,12.0,3,2.0,11,,6,9,6683.33,1988,80200.0,,True
117,45,1032.4872861766066,7,3,1,118,1,129.06091077207583,3,3,1,8339.32,21682.23,1,18,3.0,1,1,24.0,2,3.0,24,,9,11,8339.32,1978,100071.84,,True
118,39,1760.9841269841272,10,1,1,119,1,220.1230158730159,3,4,1,14223.33,36980.67,1,14,,4,0,21.0,3,3.0,21,,11,10,,1984,170680.0,,
119,31,922.6904761904764,7,2,1,120,1,115.33630952380955,2,3,3,7452.5,19376.5,1,24,4.0,1,1,10.0,2,3.0,10,,8,9,7452.5,1992,89430.0,,True
120,39,1988.3809523809523,7,2,1,121,1,248.54761904761904,2,5,4,16060.0,41756.0,1,15,3.0,1,1,,2,3.0,21,,13,3,16060.0,1984,192720.0,,True
121,45,556.2566609977324,8,4,1,122,1,69.53208262471655,3,2,4,4492.84,11681.39,9,14,3.0,1,2,12.0,3,3.0,10,,9,8,4492.84,1978,53914.11,,True
122,30,556.2566609977324,5,3,1,123,1,69.53208262471655,2,2,3,4492.84,11681.39,1,13,3.0,3,3,10.0,2,3.0,10,,1,2,4492.84,1993,53914.08,,
123,31,1032.4872861766066,7,4,1,124,1,129.06091077207583,3,3,4,8339.32,21682.23,1,14,3.0,3,0,11.0,2,2.0,11,,4,10,8339.32,1992,100071.84,,True
124,36,1032.4872861766066,3,4,1,125,1,129.06091077207583,2,3,4,8339.32,21682.23,4,11,3.0,1,1,16.0,2,3.0,13,,1,12,8339.32,1987,100071.84,,True
125,36,1032.4872861766066,2,2,1,126,1,129.06091077207583,2,3,3,8339.32,21682.23,1,13,3.0,2,2,10.0,2,3.0,10,,9,0,,1987,100071.84,,
126,55,1582.7713464696226,18,5,1,127,1,197.84641830870282,3,4,2,12783.92,33238.2,3,23,4.0,4,0,37.0,2,3.0,10,,7,7,12783.92,1968,153407.07,,True
127,35,556.2566609977324,1,3,1,128,1,69.53208262471655,3,2,3,4492.84,11681.39,9,11,3.0,3,0,15.0,2,3.0,11,,6,9,4492.84,1988,53914.11,,True
128,42,1032.4872861766066,24,3,1,129,1,129.06091077207583,3,3,1,8339.32,21682.23,1,21,4.0,4,1,10.0,5,2.0,10,,5,8,8339.32,1981,100071.84,,True
129,52,575.4047619047619,6,2,1,130,1,71.92559523809524,3,2,1,4647.5,12083.5,3,12,,2,2,18.0,3,3.0,10,,6,9,4647.5,1971,55770.0,,True
130,49,1973.9841269841268,18,4,1,131,1,246.74801587301585,2,5,3,15943.72,41453.67,1,17,3.0,3,1,,5,3.0,31,,0,9,,1974,191324.62,,
131,34,277.6428571428572,1,5,1,132,1,34.70535714285715,3,1,4,2242.5,5830.5,1,12,3.0,4,1,,4,2.0,10,,8,8,2242.5,1989,26910.0,,True
132,33,290.03550973654063,1,4,1,133,1,36.25443871706758,3,1,4,2342.59,6090.75,1,13,3.0,3,0,10.0,2,2.0,10,,7,8,2342.59,1990,28111.13,,True
133,33,1032.4872861766066,7,3,1,134,1,129.06091077207583,3,3,3,8339.32,21682.23,0,11,3.0,4,0,,3,4.0,13,,3,7,8339.32,1990,100071.84,,
134,53,1582.7713464696226,23,4,1,135,1,197.84641830870282,3,4,4,12783.92,33238.2,6,18,3.0,3,0,33.0,0,3.0,12,,3,8,12783.92,1970,153407.07,,True
135,49,763.8015873015873,8,2,1,136,1,95.47519841269842,3,3,2,6169.17,16039.83,4,11,3.0,3,1,29.0,3,2.0,26,,1,7,6169.17,1974,74030.0,,True
136,35,1032.4872861766066,21,4,1,137,2,129.06091077207583,3,3,4,8339.32,21682.23,6,13,3.0,2,1,,2,3.0,10,,0,8,,1988,100071.84,,
137,38,910.3095238095236,17,1,1,138,1,113.78869047619045,2,3,3,7352.5,19116.5,0,18,3.0,1,1,20.0,4,2.0,19,,1,9,7352.5,1985,88230.0,,True
138,46,1582.7713464696226,3,1,1,139,1,197.84641830870282,3,4,3,12783.92,33238.2,3,12,3.0,4,1,,3,3.0,12,,4,9,12783.92,1977,153407.07,,True
139,36,556.2566609977324,18,4,1,140,1,69.53208262471655,3,2,4,4492.84,11681.39,2,20,4.0,1,0,18.0,0,3.0,11,,0,9,4492.84,1987,53914.11,,True
140,42,1582.7713464696226,15,3,1,141,2,197.84641830870282,3,4,1,12783.92,33238.2,0,12,,2,0,,2,2.0,21,,13,14,,1981,153407.07,,
141,34,556.2566609977324,1,3,1,142,1,69.53208262471655,2,2,1,4492.84,11681.39,0,20,4.0,3,0,14.0,3,3.0,13,,4,9,4492.84,1989,53914.08,,
142,30,369.2619047619048,1,3,1,143,1,46.1577380952381,3,1,2,2982.5,7754.5,0,21,4.0,1,1,12.0,2,3.0,11,,5,7,2982.5,1993,35790.0,,True
143,54,1834.3412698412696,3,3,1,144,1,229.2926587301587,3,4,4,14815.83,38521.17,3,14,3.0,1,0,36.0,2,3.0,10,,0,9,14815.83,1969,177790.0,,True
144,31,556.2566609977324,24,3,1,145,1,69.53208262471655,2,2,1,4492.84,11681.39,1,19,,2,0,10.0,2,3.0,10,,1,8,4492.84,1992,53914.11,,True
145,44,1879.119047619048,5,3,1,146,1,234.889880952381,3,5,2,15177.5,39461.5,7,11,3.0,3,1,26.0,5,3.0,22,,3,10,15177.5,1979,182130.0,,True
146,55,1400.8015873015877,8,1,1,147,1,175.10019841269846,2,4,2,11314.17,29416.83,1,15,3.0,4,1,,3,3.0,33,,15,0,,1968,135770.0,,
147,44,1979.920634920635,4,2,1,148,1,247.49007936507937,4,5,1,15991.67,41578.33,1,14,3.0,4,2,,4,2.0,25,,14,13,15991.67,1979,191900.0,,True
148,34,556.2566609977324,11,3,1,149,1,69.53208262471655,2,2,2,4492.84,11681.39,4,11,3.0,4,2,14.0,5,4.0,10,,1,8,4492.84,1989,53914.08,,
149,39,1766.65873015873,13,4,1,150,1,220.83234126984124,2,4,2,14269.17,37099.83,6,13,3.0,4,2,,4,3.0,19,,15,2,,1984,171230.0,,
150,55,1979.6111111111115,2,2,1,151,1,247.45138888888894,1,5,3,15989.17,41571.83,4,14,,4,1,23.0,5,3.0,19,,9,11,15989.17,1968,191870.0,,True
151,51,1582.7713464696226,5,3,1,152,1,197.84641830870282,3,4,2,12783.92,33238.2,1,11,3.0,2,1,,2,3.0,33,,0,10,12783.92,1972,153407.07,,True
152,58,1032.571428571429,14,4,1,153,2,129.0714285714286,2,3,1,8340.0,21684.0,7,14,3.0,4,0,,0,2.0,10,,5,9,8340.0,1965,100080.0,,
